date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2018-11-08 23:06:39,ICDefect,,0,0,0,"#Intercity 1187 (V 23:54 van Tilburg) naar Eindhoven is nu 44 minuten vertraagd. #fail Geld terug? Zie http://ht.ly/fSbpS #IC1187",,,#Intercity #fail #IC1187,1060669961646026752,https://twitter.com/ICDefect/status/1060669961646026752
2018-11-08 23:04:19,ICDefect,,0,0,0,"#Intercity 1187 (V 23:54 van Tilburg) naar Eindhoven is nu 29 minuten vertraagd. #fail #IC1187",,,#Intercity #fail #IC1187,1060669371633274886,https://twitter.com/ICDefect/status/1060669371633274886
2018-11-08 22:51:40,HarmenMeneer,,0,0,0,"@Poppodium 013 https://www.instagram.com/p/Bp773OUB8Ap/?utm_source=ig_twitter_share&igshid=tukpzbokhshs …",,@Poppodium,,1060666190278864897,https://twitter.com/HarmenMeneer/status/1060666190278864897
2018-11-08 22:49:12,ICDefect,,0,0,0,"#Intercity 1187 (V 23:54 van Tilburg) naar Eindhoven is 17 minuten vertraagd. #IC1187",,,#Intercity #IC1187,1060665569203105793,https://twitter.com/ICDefect/status/1060665569203105793
2018-11-08 22:19:56,Yurigargarine,,0,0,0,"Jamie there’s missing yours à Tilburg, Netherlands https://www.instagram.com/p/Bp75VbXB3ZX/?utm_source=ig_twitter_share&igshid=1i9yr91swbzra …",,,,1060658203204173825,https://twitter.com/Yurigargarine/status/1060658203204173825
2018-11-08 22:07:54,Yurigargarine,,0,0,0,"#TillburgByNight à Tilburg, Netherlands https://www.instagram.com/p/Bp739-Ph0QB/?utm_source=ig_twitter_share&igshid=101nnfjrk3v2k …",,,#TillburgByNight,1060655173503135744,https://twitter.com/Yurigargarine/status/1060655173503135744
2018-11-08 21:50:19,KenjiShin0da,,0,0,0,"Bullet #bulletformyvalentine @bfmvofficial @Poppodium 013 https://www.instagram.com/p/Bp71ysIAGNc/?utm_source=ig_twitter_share&igshid=734vedsgqv2 …",,@bfmvofficial @Poppodium,#bulletformyvalentine,1060650750840266754,https://twitter.com/KenjiShin0da/status/1060650750840266754
2018-11-08 21:21:30,KenjiShin0da,,0,0,0,"@hurricanefstvl @omandm floor_vaneman @nothingmorerock @bfmvofficial @rossmann jackdaniels_de @jackdaniels_us @cocacola_de cocacola jupiler_nederland #shvpes #ofmiceandmen @Poppodium 013 https://www.instagram.com/p/Bp7yn47gVEN/?utm_source=ig_twitter_share&igshid=1ep20mab0p2lw …",,@hurricanefstvl @omandm @nothingmorerock @bfmvofficial @rossmann @jackdaniels_us @cocacola_de @Poppodium,#shvpes #ofmiceandmen,1060643497064230912,https://twitter.com/KenjiShin0da/status/1060643497064230912
2018-11-08 21:15:50,Marruk8865,,0,1,1,"Cougar S-456 @Gilze-Rijen Airbase #militaryaviationphotography #lowflying #cougar #netherlands #ehgr #rnlaf #avgeek #avporn #instagramaviation #iviation #instaviation… https://www.instagram.com/p/Bp5MVY5A8s4/?utm_source=ig_twitter_share&igshid=140ectfcrncbp …",,@Gilze,#militaryaviationphotography #lowflying #cougar #netherlands #ehgr #rnlaf #avgeek #avporn #instagramaviation #iviation #instaviation,1060642074268262405,https://twitter.com/Marruk8865/status/1060642074268262405
2018-11-08 20:37:32,KenjiShin0da,,0,0,0,"Jacky Cola #jacky #cola #jackdaniels #jackycola #jackdanielscola #cocacola #hurricane @Poppodium 013 https://www.instagram.com/p/Bp7toejgfcZ/?utm_source=ig_twitter_share&igshid=192qau2clrw9y …",,@Poppodium,#jacky #cola #jackdaniels #jackycola #jackdanielscola #cocacola #hurricane,1060632434692288514,https://twitter.com/KenjiShin0da/status/1060632434692288514
