date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2014-11-25 23:50:41,rinettevdbroek,,0,0,4,"pic.twitter.com/dH80HoTXYh",,,,537392964914671616,https://twitter.com/rinettevdbroek/status/537392964914671616
2014-11-25 23:44:21,INGEWIKKELDD,,0,0,0,"well hello agaib",,,,537391371217534977,https://twitter.com/INGEWIKKELDD/status/537391371217534977
2014-11-25 23:41:04,Irisxvi,girlposts,1,0,0,"@cecielhirdes “ @girlposts: we all have a favorite eyebrow”",,@cecielhirdes @girlposts,,537390545140998146,https://twitter.com/Irisxvi/status/537390545140998146
2014-11-25 23:24:43,tfkanivar,,0,0,0,"#Barça #Barcelona #CampNou #UCL #Spain @Barcelona Camp Nou http://instagram.com/p/v1064pp3H3/",,@Barcelona,#Barça #Barcelona #CampNou #UCL #Spain,537386431061426176,https://twitter.com/tfkanivar/status/537386431061426176
2014-11-25 23:18:28,ellen20392,,0,0,0,"@Stefanneke22 sirieus??",,@Stefanneke22,,537384855219482624,https://twitter.com/ellen20392/status/537384855219482624
2014-11-25 23:01:55,xpuckvannoije,,2,0,0,"Jarig",,,,537380691638779905,https://twitter.com/xpuckvannoije/status/537380691638779905
2014-11-25 22:55:57,luvsjaureguii,,0,0,0,"pic.twitter.com/pgn5ovOc5a",,,,537379189931130880,https://twitter.com/luvsjaureguii/status/537379189931130880
2014-11-25 22:54:07,luvsjaureguii,,0,0,1,"I'm waiting for cameron and justin to take a selfie like matt & justin did #MTVStars Justin bieber",,,#MTVStars,537378727664312321,https://twitter.com/luvsjaureguii/status/537378727664312321
2014-11-25 22:53:54,s_sleeuwenhoek,,0,0,0,""" @360Sources: Man City team photo 2014-15 https://twitter.com/360Sources/status/537358297234685953/photo/1pic.twitter.com/LNFhPiKyMV "" @GodleyblueEric",,@360Sources @GodleyblueEric,,537378675466186754,https://twitter.com/s_sleeuwenhoek/status/537378675466186754
2014-11-25 22:46:11,walterrtje,,0,0,0,"@Mkcrnlssn oh oke :p jammer voor de andere bottoms dan!",,@Mkcrnlssn,,537376732165455874,https://twitter.com/walterrtje/status/537376732165455874
2014-11-25 22:45:37,OttenTessa,,1,0,0,"Het maakt niet uit wat anderen denken, het is voor altijd jij en ik.",,,,537376587843637248,https://twitter.com/OttenTessa/status/537376587843637248
2014-11-25 22:44:13,walterrtje,,0,0,0,"@Mkcrnlssn maar jij hoorde toch ook bij #TeamAgressiveTop? :p",,@Mkcrnlssn,#TeamAgressiveTop,537376237480853504,https://twitter.com/walterrtje/status/537376237480853504
2014-11-25 22:42:37,b00tj3_TN,,0,0,0,"Zo irritant als een band account reageert. Ik wil weten wie boyss",,,,537375835763015681,https://twitter.com/b00tj3_TN/status/537375835763015681
2014-11-25 22:34:27,P2000013,,0,0,0,"A1 5011NE 156 : Rubinsteinstraat 156 Tilburg 85490 http://watiserloos.in/melding/9497486/ … #p2000",,,#p2000,537373778893090816,https://twitter.com/P2000013/status/537373778893090816
2014-11-25 22:28:24,standbyfornow,,0,0,0,"Morgen 1/8",,,,537372256163614720,https://twitter.com/standbyfornow/status/537372256163614720
2014-11-25 22:28:14,standbyfornow,,0,0,0,"Slapen",,,,537372215273357312,https://twitter.com/standbyfornow/status/537372215273357312
2014-11-25 22:26:41,PSVEindhoven17,portugesedchi,0,1,1,"@portugesedchi het was geweldig schatje deze avonden zijn zo lekker gezellig het was weer top prinsesje Slaaplekker liefste k houvanjou",,@portugesedchi,,537371823718277121,https://twitter.com/PSVEindhoven17/status/537371823718277121
2014-11-25 22:25:14,xmeerfff,,0,0,0,"Morgen pww",,,,537371458188881920,https://twitter.com/xmeerfff/status/537371458188881920
2014-11-25 22:21:11,aylnkskc,,0,0,0,"I'm at Kaşıkçı Malikanesi in Drunen https://www.swarmapp.com/c/ij7CkgK1MVq",,,,537370438725545985,https://twitter.com/aylnkskc/status/537370438725545985
2014-11-25 22:19:15,liefsmegann,,0,0,0,"New lockscreen pic.twitter.com/ukTCoEstCi",,,,537369954455400448,https://twitter.com/liefsmegann/status/537369954455400448
2014-11-25 22:15:23,_Asjaax,,0,0,0,"Goodnight",,,,537368981733408771,https://twitter.com/_Asjaax/status/537368981733408771
2014-11-25 22:14:45,DENISEBEAART,,0,0,0,"Kapot nu ..",,,,537368820428836864,https://twitter.com/DENISEBEAART/status/537368820428836864
2014-11-25 22:13:08,TinevandeWeyer,,0,0,0,"It's a man's world.....Milieaward #mc100 Fujifilm winnaar. Streeft van HelvoirtGroen,Cinecitta, bioboerderij 'T Schop(Publieksprijs) voorbij",,,#mc100,537368413438738432,https://twitter.com/TinevandeWeyer/status/537368413438738432
2014-11-25 22:11:41,bertvanhelvoirt,,0,0,0,"Gefeliciteerd! Fuji met MilieuCafe Award 2014 #FujiFilm #mc100",,,#FujiFilm #mc100,537368047536046080,https://twitter.com/bertvanhelvoirt/status/537368047536046080
2014-11-25 22:10:16,mikedejong5,FootballFunnnys,0,0,0,"@GeniusFootball i don`t think it. It is sure",,@GeniusFootball,,537367691770994690,https://twitter.com/mikedejong5/status/537367691770994690
2014-11-25 22:09:24,standbyfornow,,0,0,0,"Omg ik heb echt een selfie nodig met @aryanparsa",,@aryanparsa,,537367476984877057,https://twitter.com/standbyfornow/status/537367476984877057
2014-11-25 22:07:09,b00tj3_TN,ThomasCxxx,1,0,0,"@Zomaer_Thomas als jij mijn Griekse power point maakt, prima!",,@Zomaer_Thomas,,537366908841263104,https://twitter.com/b00tj3_TN/status/537366908841263104
2014-11-25 22:04:43,Suuusjexx,,0,0,0,"Voorbeeldige student en netjes optijd gaan slapen",,,,537366297236209664,https://twitter.com/Suuusjexx/status/537366297236209664
2014-11-25 22:03:34,steurtje,GuusBeerlage,0,0,0,"@GuusBeerlage hij schrok wel zichtbaar dat het waarschijnlijk ernstig is. Reactie De Boer is ook duidelijk. 'Ziekenhuisbal'",,@GuusBeerlage,,537366008608980992,https://twitter.com/steurtje/status/537366008608980992
2014-11-25 22:01:20,steurtje,eddy_terstall,0,0,0,"Gelukkig weet Zlatan wel hoe je Ajax uitspreekt :) “ @eddy_terstall: Ajax heet geen Eedjeks, jack van gelder...”",,@eddy_terstall,,537365445406629888,https://twitter.com/steurtje/status/537365445406629888
2014-11-25 22:00:06,JufvanLieshout,,0,0,0,"@fempertje @DeGraafBreda Succes meid!",,@fempertje @DeGraafBreda,,537365135946690562,https://twitter.com/JufvanLieshout/status/537365135946690562
2014-11-25 21:59:05,bososs,,0,0,0,"@leerkrachtpo @amberwalraven @alderikvisser @MarijkeKaatee dat onderschrijf ik. En 't neveneffect van zo signaleren is 'n beroerde #trustuh",,@leerkrachtpo @amberwalraven @alderikvisser @MarijkeKaatee,#trustuh,537364880459046912,https://twitter.com/bososs/status/537364880459046912
2014-11-25 21:56:58,_Asjaax,,0,0,0,"Moe, zo maar naar bedje morgen 3/8.",,,,537364347845378048,https://twitter.com/_Asjaax/status/537364347845378048
2014-11-25 21:49:49,xSVR___,,0,0,0,"Dromen over me manneke",,,,537362547377438722,https://twitter.com/xSVR___/status/537362547377438722
2014-11-25 21:44:17,AndreeMelisse,,3,0,0,"Wanneer kan ik van mijn abonnement af? @ZiggoWebcare Gewone wifi werkt niet, hotspot niet, -5g niet, 3g niet (ook Ziggo) Kortom, bagger!!!",,@ZiggoWebcare,,537361154495246336,https://twitter.com/AndreeMelisse/status/537361154495246336
2014-11-25 21:44:12,steurtje,KWNRD,1,0,0,"@KWNRD hopelijk heeft hij het niet voor niets moeten doen dan ;)",,@KWNRD,,537361133355941891,https://twitter.com/steurtje/status/537361133355941891
2014-11-25 21:43:18,steurtje,GuusBeerlage,0,0,0,"@GuusBeerlage dat doet de UEFA niet want iets met geld en zo...",,@GuusBeerlage,,537360905110315008,https://twitter.com/steurtje/status/537360905110315008
2014-11-25 21:41:01,steurtje,,1,0,0,"Aha Zlatan heeft Nike gedag gezegd als sponsor... Gelukkig had Volvo ook nog een hele grote zak geld liggen voor hem.",,,,537360330863968257,https://twitter.com/steurtje/status/537360330863968257
2014-11-25 21:39:19,tom_vdr_linden,,0,0,0,"Jammmr goed gespeeld boys #ajax",,,#ajax,537359904760410112,https://twitter.com/tom_vdr_linden/status/537359904760410112
2014-11-25 21:38:59,steurtje,,1,0,0,"Houd toch op met je 'stapje dichterbij komen'... Tegen dit soort clubs van oliesjeiks kunnen NL clubs NOOIT iets beginnen. #psgaja",,,#psgaja,537359819179843584,https://twitter.com/steurtje/status/537359819179843584
