date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2015-12-30 23:25:42,P2000013,,0,0,0,"(Directe Inzet: A2 5037HX 20 : Slot Loevesteinstraat 20 Tilburg 99010 http://watiserloos.in/melding/11261194/ … #p2000",,,#p2000,682341824254443520,https://twitter.com/P2000013/status/682341824254443520
2015-12-30 23:18:21,UpstopMedia,,0,0,2,"LINK IN BIO FOR FULL #4K #Baron1898 #BROLL. #Efteling @efteling #filmmaking #Videography… https://www.instagram.com/p/_7yJyHE9QZ/",,@efteling,#4K #Baron1898 #BROLL #Efteling #filmmaking #Videography,682339972012085249,https://twitter.com/UpstopMedia/status/682339972012085249
2015-12-30 23:16:01,NicoMartens,Kyravdw,1,0,0,"@Kyravdw +1",,@Kyravdw,,682339383781920768,https://twitter.com/NicoMartens/status/682339383781920768
2015-12-30 22:11:36,boggle13,,0,0,0,"Nu nog strenge vorst. - Drinking a De Klapschaats IJsbeer by De Blauwe IJsbeer @Café Kandinsky — http://untp.beer/s/c261602695",,@Café,,682323173069713408,https://twitter.com/boggle13/status/682323173069713408
2015-12-30 22:05:23,P2000013,,0,0,0,"A1 5042DA 2 a : HAP Tilburg Lage Witsiebaan 2 a HAP Tilburg Tilburg 99007 http://watiserloos.in/melding/11261014/ … #p2000",,,#p2000,682321611861684224,https://twitter.com/P2000013/status/682321611861684224
2015-12-30 22:01:16,P2000013,,0,0,0,"(Directe Inzet: A2 5025AM 752 : Flat Zuidkaap Generaal Smutslaan 752 Flat Zuidkaap Tilburg 99006 http://watiserloos.in/melding/11260997/ … #p2000",,,#p2000,682320574790660099,https://twitter.com/P2000013/status/682320574790660099
2015-12-30 21:53:41,P2000013,,0,0,0,"B1 5022GC 60 : REUZENRIJK ELISABETH ZKH Hilvarenbeekseweg 60 Reuzenrijk Elisabeth St. Tilburg 99004 http://watiserloos.in/melding/11260963/ … #p2000",,,#p2000,682318665119825920,https://twitter.com/P2000013/status/682318665119825920
2015-12-30 21:33:03,boggle13,,0,0,0,"Drinking a Hertenheer Blond & Bitter by @Hetnest1 @Café Kandinsky — http://untp.beer/s/c261583426 #photo",,@Hetnest1 @Café,#photo,682313473993404418,https://twitter.com/boggle13/status/682313473993404418
2015-12-30 21:32:18,P2000013,,0,0,0,"B1 5022KB 12 : VWS Tilburg Post Zuid Professor van Buchemlaan 12 VWS Tilburg Post Zuid Tilburg 99000 http://watiserloos.in/melding/11260894/ … #p2000",,,#p2000,682313283760685057,https://twitter.com/P2000013/status/682313283760685057
2015-12-30 21:31:37,Quinn221B,,0,0,0,"Het was een leuke dag. @Efteling Park https://www.instagram.com/p/_7l8bylWeF/",,@Efteling,,682313114528931842,https://twitter.com/Quinn221B/status/682313114528931842
