date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
12/30/2017 21:14,LucVerheijen98,,0,0,0,Laatste keer Efteling voor dit jaar super leuk afgesloten met kickrollmaat Sydney! @Efteling https://www.instagram.com/p/BdV1HuOgXCm/,,@Efteling,,9.47E+17,https://twitter.com/LucVerheijen98/status/947214457847066625
12/30/2017 21:09,margotvantrier,,0,0,1,Loading.... klaar voor de oudejaarswod. Be there or be @CrossFit Nuldertien by Tilburg SC https://www.instagram.com/p/BdV0fpEHGzp/,,@CrossFit,,9.47E+17,https://twitter.com/margotvantrier/status/947213078835408897
12/30/2017 20:50,Gerjandejong,,0,0,0,Met birgitdoorn #Mikado spelen . Met pleister handicap birgitdoorn @Bij Jans B&B https://www.instagram.com/p/BdVyTo-D_xo/,,@Bij,#Mikado,9.47E+17,https://twitter.com/Gerjandejong/status/947208266727215106
12/30/2017 20:11,ellenschepens,,0,0,1,I don’t know where I get it from... really.. no idea... #family . . . . #crazy #scary #alibaba… https://www.instagram.com/p/BdVt1cjnRfA/,,,#family #crazy #scary #alibaba,9.47E+17,https://twitter.com/ellenschepens/status/947198441591013376
12/30/2017 20:07,BurgernetNL,,0,0,0,"Tilburg - Vermiste meisje vanuit Tilburg, Dinxperlolaan is weer terecht. Burgernet bedankt u voor uw medewerking....https://is.gd/DZcZSs",,,,9.47E+17,https://twitter.com/BurgernetNL/status/947197412896059393
12/30/2017 20:00,zonnevlechtww,,0,0,0,"Wishing you all a very Happy New Year, hope that a your dreams will come true @Zonnevlecht… https://www.instagram.com/p/BdVsktcHYGm/",,@Zonnevlecht,,9.47E+17,https://twitter.com/zonnevlechtww/status/947195657147777027
12/30/2017 19:41,Agent_Furb,,0,0,1,"I'm at Pathé Tilburg - @pathe in Tilburg, Noord-Brabant w/ @megajarne96 @yupdatisquinn https://www.swarmapp.com/c/aWgtgHbQxml",,@pathe @megajarne96 @yupdatisquinn,,9.47E+17,https://twitter.com/Agent_Furb/status/947190949519740928
12/30/2017 19:36,zonnevlechtww,,0,0,0,Heeft een foto geplaatst @Zonnevlecht Opleidingenhttps://www.instagram.com/p/BdVp0bmnHrN/,,@Zonnevlecht,,9.47E+17,https://twitter.com/zonnevlechtww/status/947189601482964993
12/30/2017 19:34,BjornEnglen,,0,5,14,#Repost waconimages (get_repost) ・・・ DIO Returns - 013 - Tilburg (NL) - Dec 20th 2017 -… https://www.instagram.com/p/BdVpmoGF4Qn/,,,#Repost,9.47E+17,https://twitter.com/BjornEnglen/status/947189129938432000
12/30/2017 19:20,BurgernetNL,,0,1,0,"Tilburg - Tilburg, Dinxperlolaan, meisje vermist,14jr, blank,blond lang haar,spijkerbrk,zw schoenen met tijgerprin...https://is.gd/DZcZSs",,,,9.47E+17,https://twitter.com/BurgernetNL/status/947185585927712768
12/30/2017 19:14,RalphmetPh,,0,0,2,"I'm at Aquanura - @efteling in Kaatsheuvel, Noord-Brabant https://www.swarmapp.com/c/67NhudlU2ga",,@efteling,,9.47E+17,https://twitter.com/RalphmetPh/status/947184103379603456
12/30/2017 19:12,BurgernetNL,,0,1,0,Heusden - De vermiste jongen te Vlijmen is weer terecht. Burgernet bedankt u voor uw medewerking....https://is.gd/anVlJf,,,,9.47E+17,https://twitter.com/BurgernetNL/status/947183548691296257
12/30/2017 19:00,ONSURSKE,,0,0,1,#mijnleven voor iedereen alvast een fijne jaarwisseling gewenst… https://www.instagram.com/p/BdVlYzMB5FvMtdL8Jtbqg46OW0gAwPiVz7j7vk0/ …,,,#mijnleven,9.47E+17,https://twitter.com/ONSURSKE/status/947180607599206400
12/30/2017 18:48,Agent_Furb,,0,0,0,"I'm at McDonald's in Tilburg, Noord-Brabant w/ @yupdatisquinn https://www.swarmapp.com/c/j4zUd9E2y7R",,@yupdatisquinn,,9.47E+17,https://twitter.com/Agent_Furb/status/947177472096980993
12/30/2017 18:31,Megajarne96,,0,0,1,"I'm at @TacoBellNl in Tilburg, Noord-Brabant w/ @agent_furb @yupdatisquinn https://www.swarmapp.com/c/4jQvLy2nCht",,@TacoBellNl @agent_furb @yupdatisquinn,,9.47E+17,https://twitter.com/Megajarne96/status/947173360349433856
12/30/2017 18:29,Agent_Furb,,0,0,0,"I'm at @TacoBellNl in Tilburg, Noord-Brabant https://www.swarmapp.com/c/46tlqOV9VTZ",,@TacoBellNl,,9.47E+17,https://twitter.com/Agent_Furb/status/947172889303879680
12/30/2017 18:29,BurgernetNL,,0,0,0,"Waalwijk - Sprang-Capelle, vd Duinstraat. Vermiste meisje is terecht. Burgernet bedankt u voor uw medewerking....https://is.gd/RaZm8R",,,,9.47E+17,https://twitter.com/BurgernetNL/status/947172735645515778
12/30/2017 18:25,Dutchfoto,,0,0,0,Also i made a Tintype of the master himself @aroldvanderaa. My first large plate!! 18x24 cm.… https://www.instagram.com/p/BdVhsqdh__d/,,@aroldvanderaa,,9.47E+17,https://twitter.com/Dutchfoto/status/947171743575281664
12/30/2017 18:24,BurgernetNL,,0,3,0,"Waalwijk - Sprang-Capelle, vd Duinstraat, meisje vermist. Meisje,17jr, stevig postuur, 80kg, blond krullend haar ...https://is.gd/RaZm8R",,,,9.47E+17,https://twitter.com/BurgernetNL/status/947171485914984450
12/30/2017 18:15,Yordi16,,0,0,1,#eftelingabonnement #eftelingfoto #winterefteling #efteling #diorama #antonpieck #tonvandeven @… https://www.instagram.com/p/BdVgh0EjCYt/,,@,#eftelingabonnement #eftelingfoto #winterefteling #efteling #diorama #antonpieck #tonvandeven,9.47E+17,https://twitter.com/Yordi16/status/947169180561879040
12/30/2017 17:59,BurgernetNL,,0,0,0,"Heusden - Vlijmen,v Limburg Stirumstr,vermist jongen,blank,20 jr,blond,lange zwarte jas,roze trui, met capuchon,zw...https://is.gd/anVlJf",,,,9.47E+17,https://twitter.com/BurgernetNL/status/947165181494415361
12/30/2017 16:57,VocalTweetz,,0,0,1,Snuf en Snuitje in Ruigrijk... #ef #bedrijfsuitjemetrisico loes.selten @Efteling https://www.instagram.com/p/BdVXnPbnNJP/,,@Efteling,#ef #bedrijfsuitjemetrisico,9.47E+17,https://twitter.com/VocalTweetz/status/947149577425248258
12/30/2017 16:21,ValescaSiebelt,,0,0,0,"GOOYF 2.0 is al 3 maandjes oud, maar officieel hadden anne_getoutofyourfatsuit, krachtvoer & ik… https://www.instagram.com/p/BdVTfYSAOP5/",,,,9.47E+17,https://twitter.com/ValescaSiebelt/status/947140500552867840
12/30/2017 16:16,atuuk1969,,0,0,0,Even met tweet op tv geweest bij @nporadio2. #top2000. Grappig. @… https://www.instagram.com/p/BdVS5JgAyF6ASUdLUvfwesLX3_7F-79P9HNnaA0/ …,,@nporadio2 @,#top2000,9.47E+17,https://twitter.com/atuuk1969/status/947139450617913344
12/30/2017 15:43,WilekBierens,,0,0,0,"Saturday chill out! #familytime #twins #love #dadlife #blabla @Tilburg,… https://www.instagram.com/p/BdVPKXBALDF/",,@Tilburg,#familytime #twins #love #dadlife #blabla,9.47E+17,https://twitter.com/WilekBierens/status/947130988106313728
12/30/2017 15:39,Megajarne96,,0,0,0,"I'm at Symbolica - @efteling in Kaatsheuvel, Noord Brabant w/ @ralphmetph https://www.swarmapp.com/c/b9vsIAKdmnb",,@efteling @ralphmetph,,9.47E+17,https://twitter.com/Megajarne96/status/947130044543094785
12/30/2017 15:39,RalphmetPh,,0,0,2,"I'm at Symbolica - @efteling in Kaatsheuvel, Noord Brabant https://www.swarmapp.com/c/8RYgZLzH4dC",,@efteling,,9.47E+17,https://twitter.com/RalphmetPh/status/947129988456894464
12/30/2017 14:00,DianaStuds,,0,0,0,Kom nog snel je oud&nieuw outfitje scoren..:-) met hoge kortingen By Studs ennnn Gratis… https://www.instagram.com/p/BdVDZreBjUv/,,,,9.47E+17,https://twitter.com/DianaStuds/status/947105125042139139
12/30/2017 13:39,Ma_Marazzi,,1,0,2,Late lunch..... @Baarle-Nassau https://www.instagram.com/p/BdVA_AfjO8E/,,@Baarle,,9.47E+17,https://twitter.com/Ma_Marazzi/status/947099805813297152
12/30/2017 13:07,MichelGeers,,0,0,0,"I'm at Lidl in Waalwijk, Noord-Brabant https://www.swarmapp.com/c/keIbhyXA9dh",,,,9.47E+17,https://twitter.com/MichelGeers/status/947091745367523328
12/30/2017 13:03,ralphbrekelmans,,0,0,1,We wensen iedereen alvast een Gelukkig en Voorspoedig 2018 toe!! 31 December (Oudjaarsdag) zijn… https://www.instagram.com/p/BdU80rXnLmx/,,,,9.47E+17,https://twitter.com/ralphbrekelmans/status/947090666735022081
12/30/2017 12:42,Theoke3,,0,0,0,Hondje uitlaten (@Helvoirt in Noord-Brabant) https://www.swarmapp.com/c/bK4XcytDwPx,,@Helvoirt,,9.47E+17,https://twitter.com/Theoke3/status/947085419979726849
12/30/2017 12:38,javirevi17,,0,0,0,Volvemos por Navidad #OviedoKaka @pablomena96 en Cruyff Court https://www.instagram.com/p/BdU5-MGAWdn-EsMAHZAoQaqpJLwinIwvU_pafk0/ …,,@pablomena96,#OviedoKaka,9.47E+17,https://twitter.com/javirevi17/status/947084388159950848
12/30/2017 12:28,wrapmyridetv,,0,0,0,"2017 Was great! 2018 Is going to be even better! A big thank you to our customers, suppliers,… https://www.instagram.com/p/BdU431yFC6R/",,,,9.47E+17,https://twitter.com/wrapmyridetv/status/947081976821043200
12/30/2017 12:26,jortlaban79,,0,0,0,Heeft een foto geplaatst @Eftelinghttps://www.instagram.com/p/BdU4nQ7g16c/,,@Eftelinghttps,,9.47E+17,https://twitter.com/jortlaban79/status/947081390637637632
12/30/2017 12:20,stadskombuis,,0,1,0,Harboury RETRO oudjaarsavond. Er zijn nog een paar plaatsen beschikbaar #RETRO #oudjaar #feest… https://www.instagram.com/p/BdU36m5g63n/,,,#RETRO #oudjaar #feest,9.47E+17,https://twitter.com/stadskombuis/status/947079873763401730
12/30/2017 12:01,Bjornotten,,0,0,0,Pfff na alle hectiek van de feestdagen. Even geocachen met Suf en… https://www.instagram.com/p/BdU1rpJAvIuI6nFsuMoa02U4nS9M-cn4e5hUa00/ …,,,,9.47E+17,https://twitter.com/Bjornotten/status/947075237966839813
12/30/2017 12:00,Voeger1,,0,0,0,Binnenkort in #middelbeers #90s #mentaltheo @Café De Zwaan https://www.instagram.com/p/BdU1qvagDCp/,,@Café,#middelbeers #90s #mentaltheo,9.47E+17,https://twitter.com/Voeger1/status/947074916750381058
12/30/2017 11:56,Megajarne96,,0,0,0,"I'm at @Efteling in Kaatsheuvel, Noord-Brabant https://www.swarmapp.com/c/4UU0hyBUp9A",,@Efteling,,9.47E+17,https://twitter.com/Megajarne96/status/947073838751387648
12/30/2017 11:30,VanLieverlee,,1,0,1,Oesters & Champagne op de bar! Vandaag tot 17:00 Zondag 12:00 - 17:00 #vanlieverlee #champagne… https://www.instagram.com/p/BdUyRGBhL3U/,,,#vanlieverlee #champagne,9.47E+17,https://twitter.com/VanLieverlee/status/947067436767043584
12/30/2017 11:19,brocanteheusden,,0,0,0,"Lieve mensen, We sluiten dit bijzondere jaar af,... Voor ons een bijzonder jaar… https://www.instagram.com/p/BdUw6pQh4kn/",,,,9.47E+17,https://twitter.com/brocanteheusden/status/947064471226331136
12/30/2017 11:07,Theoke3,,0,0,0,I'm at Coop in Helvoirt https://www.swarmapp.com/c/7uMDSSpxxmq,,,,9.47E+17,https://twitter.com/Theoke3/status/947061509015986183
12/30/2017 11:05,MichelGeers,,0,0,0,"Vuurwerk ophalen #knallendhetjaaruit (@Boerenbond in Waalwijk, Noord-Brabant)https://www.swarmapp.com/c/kedI9tN2ceg",,@Boerenbond,#knallendhetjaaruit,9.47E+17,https://twitter.com/MichelGeers/status/947061029753761792
12/30/2017 11:04,heleenisleuk,,0,0,1,Mooie mensen in een fijne stad @De Baret https://www.instagram.com/p/BdUvNZFgw9z/,,@De,,9.47E+17,https://twitter.com/heleenisleuk/status/947060718892978177
12/30/2017 10:41,MichelGeers,,0,0,0,"Bierkoerier (@Larixplein 23 in Waalwijk, Noord-Brabant) https://www.swarmapp.com/c/9voYl97AWNO",,@Larixplein,,9.47E+17,https://twitter.com/MichelGeers/status/947055123980791808
12/30/2017 9:56,CelineDib99,,0,0,0,Even leuk poseren want die lampjes achter en boven mij waren toch wel heel erg cute @Efteling https://www.instagram.com/p/BdUnckZluy9/,,@Efteling,,9.47E+17,https://twitter.com/CelineDib99/status/947043659521851392
12/30/2017 9:53,Theoke3,,0,0,0,"I'm at ALDI in Helvoirt, Noord-Brabant https://www.swarmapp.com/c/9GhMwUOrJOg",,,,9.47E+17,https://twitter.com/Theoke3/status/947042968644608000
12/30/2017 9:09,SaschaSiebum,,0,0,0,"WinterEfteling dag 1, overnachten, ontbijten en WinterEfteling dag… https://www.instagram.com/p/BdUiFxJFVYrJq_wP7TYoxCqjCo8uCiC9rj-4tc0/ …",,,,9.47E+17,https://twitter.com/SaschaSiebum/status/947031865378013186
12/30/2017 9:01,atuuk1969,,0,0,0,Weer een week verder. Nog steeds een vier (al zie je dat niet zo… https://www.instagram.com/p/BdUhJedg78H98VcGfC-BVrMyD1IV0ARmgLlaes0/ …,,,,9.47E+17,https://twitter.com/atuuk1969/status/947029826417971200
12/30/2017 8:19,Theoke3,,0,0,0,I'm at Gemeentewerf Haaren https://www.swarmapp.com/c/cp1bpHvymgU,,,,9.47E+17,https://twitter.com/Theoke3/status/947019223938691072
12/30/2017 8:13,SlagerijLeJeune,,0,0,0,#rundvlees#bitterballen #trots #lekkereten alles uit het vet is… https://www.instagram.com/p/BdUbpbHgUEcr_pEUoNI1zbyvZWcSmv9u_fy2H40/ …,,,#rundvlees #bitterballen #trots #lekkereten,9.47E+17,https://twitter.com/SlagerijLeJeune/status/947017700756164609
12/30/2017 7:38,Apollokidder,,0,0,0,#christmas #holland #thenetherlands #attheinlaws #doorsandwindowsoftheworld #dannyspencer… https://www.instagram.com/p/BdUXqSjHC8p/,,,#christmas #holland #thenetherlands #attheinlaws #doorsandwindowsoftheworld #dannyspencer,9.47E+17,https://twitter.com/Apollokidder/status/947008938746241024
