date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2017-01-28 23:59:02,P2000013,,0,0,0,"(Directe Inzet: A2 5026PC 34 : Willem II Goirleseweg 34 Willem II Tilburg 8708 http://watiserloos.in/melding/12987536/ … #p2000",,,#p2000,825493416188510214,https://twitter.com/P2000013/status/825493416188510214
2017-01-28 23:53:41,P2000013,,0,0,0,"(Directe Inzet: A2 5012BA 16 : Sweelincklaan 16 Tilburg 8706 http://watiserloos.in/melding/12987530/ … #p2000",,,#p2000,825492073373630464,https://twitter.com/P2000013/status/825492073373630464
2017-01-28 23:46:35,BurgernetNL,,0,0,0,"Heusden - Vlijmen, Plein, VERMIST, man, 40 jr, blank, bruin haar, 1.75 mtr, spijker broek, blauwe trui met witte l...https://is.gd/WCdkW2",,,,825490284062572546,https://twitter.com/BurgernetNL/status/825490284062572546
2017-01-28 23:07:55,P2000013,,0,0,0,"SVP contact meldkamer Tilburg http://watiserloos.in/melding/12987408/ … #p2000",,,#p2000,825480553742864385,https://twitter.com/P2000013/status/825480553742864385
2017-01-28 23:05:19,kanukuh,,0,0,0,"Drinking a Cuvée Clarisse by @brouwerijw @Mozes — http://untp.beer/s/c411174992 #photo",,@brouwerijw @Mozes,#photo,825479898152181761,https://twitter.com/kanukuh/status/825479898152181761
2017-01-28 22:35:22,P2000013,,0,0,0,"(Directe Inzet: A2 5038CV 44 : Popcluster 013 Veemarktstraat 44 Popcluster 013 Tilburg 8688 http://watiserloos.in/melding/12987316/ … #p2000",,,#p2000,825472363995267072,https://twitter.com/P2000013/status/825472363995267072
2017-01-28 22:05:27,FanaticChaoz,,0,0,0,"FastForward Bookings showcase 2gether with mister dj_ricardo_moreno & @dustinhertz great time… https://www.instagram.com/p/BP0vzhSBMWI/",,@dustinhertz,,825464833759809537,https://twitter.com/FanaticChaoz/status/825464833759809537
2017-01-28 21:43:23,P2000013,,0,0,0,"(Directe Inzet: A2 5041DR 61 : Gerucht Cafe 't th Gasthuisring 61 Gerucht Cafe 't Tilburg 8676 http://watiserloos.in/melding/12987140/ … #p2000",,,#p2000,825459280459550720,https://twitter.com/P2000013/status/825459280459550720
2017-01-28 21:32:28,KleineOvi,LeonKersten,0,0,0,"auw",,,,825456535136501760,https://twitter.com/KleineOvi/status/825456535136501760
2017-01-28 21:31:13,KleineOvi,ShirtSponsor,0,0,0,"@BballGideon @NewHeroesBB slechts een klein beetje #8000",,@BballGideon @NewHeroesBB,#8000,825456216939835392,https://twitter.com/KleineOvi/status/825456216939835392
2017-01-28 21:18:39,kanukuh,,0,0,0,"Drinking a Brooklyn East IPA by @brooklynbrewery @Bojangles — http://untp.beer/s/c411066072 #photo",,@brooklynbrewery @Bojangles,#photo,825453057429368832,https://twitter.com/kanukuh/status/825453057429368832
2017-01-28 20:52:39,P2000013,,0,0,0,"A1 5025EB 28 : Cornelis Drebbelstraat 28 Tilburg 8661 http://watiserloos.in/melding/12986996/ … #p2000",,,#p2000,825446513920860161,https://twitter.com/P2000013/status/825446513920860161
2017-01-28 20:20:23,kanukuh,,0,0,0,"Drinking a Slurfke by Brouwerij Van Honsebrouck @Bojangles — http://untp.beer/s/c411007386 #photo",,@Bojangles,#photo,825438393383399425,https://twitter.com/kanukuh/status/825438393383399425
2017-01-28 20:01:31,P2000013,,0,0,0,"B1 5032WH 3 : Oude Maasje 3 Tilburg 8641 http://watiserloos.in/melding/12986839/ … #p2000",,,#p2000,825433643774533632,https://twitter.com/P2000013/status/825433643774533632
2017-01-28 19:59:41,ThisTown_Lizzo,,0,0,0,"nummer 1 : @myrthedejongx @Voltage Tilburg https://www.instagram.com/p/BP0hacEj-U98jRX6QOAtWQgr8B1mZa5Ks1FSBU0/ …",,@myrthedejongx @Voltage,,825433184385040386,https://twitter.com/ThisTown_Lizzo/status/825433184385040386
2017-01-28 19:57:02,kanukuh,,0,0,0,"Drinking a Brugse Zot by @BrugseZotBruges @Bojangles — http://untp.beer/s/c410984492 #photo",,@BrugseZotBruges @Bojangles,#photo,825432515213131776,https://twitter.com/kanukuh/status/825432515213131776
2017-01-28 19:55:23,jorn83,,0,0,0,"Drinking a Goudkoppe by Texelse Bierbrouwerij at @bakkervaniersel — http://untp.beer/s/c410983153 #photo",,@bakkervaniersel,#photo,825432101545717760,https://twitter.com/jorn83/status/825432101545717760
